SKU,Current_Stock,Forecast,Stockout_Risk,Overstock_Risk,Risk_Score,Recommendation,Category
SKU01331,212,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01332,93,12.0,None,High,75,Markdown/Clear,Health
SKU01333,389,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01334,136,20.0,None,High,75,Markdown/Clear,Health
SKU01335,295,25.0,None,High,75,Markdown/Clear,Clothing
SKU01336,436,8.0,None,High,75,Markdown/Clear,Food
SKU01337,165,30.0,None,High,75,Markdown/Clear,Toys
SKU01338,421,12.0,None,High,75,Markdown/Clear,Health
SKU01339,351,15.0,None,High,75,Markdown/Clear,Sports
SKU01340,119,20.0,None,High,75,Markdown/Clear,Electronics
SKU01341,140,25.0,None,High,75,Markdown/Clear,Health
SKU01342,241,8.0,None,High,75,Markdown/Clear,Automotive
SKU01343,394,30.0,None,High,75,Markdown/Clear,Books
SKU01344,241,12.0,None,High,75,Markdown/Clear,Food
SKU01345,360,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01346,286,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01347,289,25.0,None,High,75,Markdown/Clear,Sports
SKU01348,356,8.0,None,High,75,Markdown/Clear,Books
SKU01349,139,30.0,None,High,75,Markdown/Clear,Books
SKU01350,497,12.0,None,High,75,Markdown/Clear,Books
SKU01351,233,15.0,None,High,75,Markdown/Clear,Electronics
SKU01352,101,20.0,None,High,75,Markdown/Clear,Food
SKU01353,327,25.0,None,High,75,Markdown/Clear,Toys
SKU01354,370,8.0,None,High,75,Markdown/Clear,Food
SKU01355,475,30.0,None,High,75,Markdown/Clear,Clothing
SKU01356,215,12.0,None,High,75,Markdown/Clear,Electronics
SKU01357,224,15.0,None,High,75,Markdown/Clear,Electronics
SKU01358,194,20.0,None,High,75,Markdown/Clear,Toys
SKU01359,311,25.0,None,High,75,Markdown/Clear,Toys
SKU01360,192,8.0,None,High,75,Markdown/Clear,Beauty
SKU01361,290,30.0,None,High,75,Markdown/Clear,Toys
SKU01362,109,12.0,None,High,75,Markdown/Clear,Electronics
SKU01363,354,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01364,75,20.0,None,High,75,Markdown/Clear,Toys
SKU01365,439,25.0,None,High,75,Markdown/Clear,Books
SKU01366,291,8.0,None,High,75,Markdown/Clear,Books
SKU01367,298,30.0,None,High,75,Markdown/Clear,Automotive
SKU01368,424,12.0,None,High,75,Markdown/Clear,Health
SKU01369,288,15.0,None,High,75,Markdown/Clear,Clothing
SKU01370,452,20.0,None,High,75,Markdown/Clear,Food
SKU01371,465,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01372,366,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01373,114,30.0,None,High,75,Markdown/Clear,Sports
SKU01374,363,12.0,None,High,75,Markdown/Clear,Beauty
SKU01375,345,15.0,None,High,75,Markdown/Clear,Food
SKU01376,395,20.0,None,High,75,Markdown/Clear,Sports
SKU01377,308,25.0,None,High,75,Markdown/Clear,Books
SKU01378,220,8.0,None,High,75,Markdown/Clear,Sports
SKU01379,499,30.0,None,High,75,Markdown/Clear,Sports
SKU01380,335,12.0,None,High,75,Markdown/Clear,Clothing
SKU01381,419,15.0,None,High,75,Markdown/Clear,Beauty
SKU01382,109,20.0,None,High,75,Markdown/Clear,Food
SKU01383,200,25.0,None,High,75,Markdown/Clear,Beauty
SKU01384,171,8.0,None,High,75,Markdown/Clear,Automotive
SKU01385,337,30.0,None,High,75,Markdown/Clear,Toys
SKU01386,161,12.0,None,High,75,Markdown/Clear,Food
SKU01387,348,15.0,None,High,75,Markdown/Clear,Food
SKU01388,386,20.0,None,High,75,Markdown/Clear,Health
SKU01389,465,25.0,None,High,75,Markdown/Clear,Food
SKU01390,340,8.0,None,High,75,Markdown/Clear,Beauty
SKU01391,417,30.0,None,High,75,Markdown/Clear,Health
SKU01392,442,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01393,274,15.0,None,High,75,Markdown/Clear,Sports
SKU01394,251,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01395,421,25.0,None,High,75,Markdown/Clear,Toys
SKU01396,286,8.0,None,High,75,Markdown/Clear,Toys
SKU01397,143,30.0,None,High,75,Markdown/Clear,Health
SKU01398,275,12.0,None,High,75,Markdown/Clear,Food
SKU01399,134,15.0,None,High,75,Markdown/Clear,Automotive
SKU01400,440,20.0,None,High,75,Markdown/Clear,Books
SKU01401,103,25.0,None,High,75,Markdown/Clear,Automotive
SKU01402,236,8.0,None,High,75,Markdown/Clear,Automotive
SKU01403,413,30.0,None,High,75,Markdown/Clear,Health
SKU01404,382,12.0,None,High,75,Markdown/Clear,Automotive
SKU01405,364,15.0,None,High,75,Markdown/Clear,Clothing
SKU01406,240,20.0,None,High,75,Markdown/Clear,Books
SKU01407,190,25.0,None,High,75,Markdown/Clear,Food
SKU01408,302,8.0,None,High,75,Markdown/Clear,Clothing
SKU01409,57,30.0,Low,High,75,Watch,Toys
SKU01410,333,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01411,200,15.0,None,High,75,Markdown/Clear,Health
SKU01412,173,20.0,None,High,75,Markdown/Clear,Health
SKU01413,277,25.0,None,High,75,Markdown/Clear,Food
SKU01414,155,8.0,None,High,75,Markdown/Clear,Beauty
SKU01415,360,30.0,None,High,75,Markdown/Clear,Beauty
SKU01416,375,12.0,None,High,75,Markdown/Clear,Electronics
SKU01417,455,15.0,None,High,75,Markdown/Clear,Sports
SKU01418,487,20.0,None,High,75,Markdown/Clear,Sports
SKU01419,190,25.0,None,High,75,Markdown/Clear,Books
SKU01420,229,8.0,None,High,75,Markdown/Clear,Health
SKU01421,87,30.0,None,High,75,Markdown/Clear,Books
SKU01422,197,12.0,None,High,75,Markdown/Clear,Sports
SKU01423,387,15.0,None,High,75,Markdown/Clear,Books
SKU01424,327,20.0,None,High,75,Markdown/Clear,Sports
SKU01425,339,25.0,None,High,75,Markdown/Clear,Clothing
SKU01426,155,8.0,None,High,75,Markdown/Clear,Books
SKU01427,196,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01428,390,12.0,None,High,75,Markdown/Clear,Toys
SKU01429,337,15.0,None,High,75,Markdown/Clear,Sports
SKU01430,179,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01431,401,25.0,None,High,75,Markdown/Clear,Automotive
SKU01432,156,8.0,None,High,75,Markdown/Clear,Clothing
SKU01433,424,30.0,None,High,75,Markdown/Clear,Books
SKU01434,416,12.0,None,High,75,Markdown/Clear,Clothing
SKU01435,96,15.0,None,High,75,Markdown/Clear,Food
SKU01436,155,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01437,459,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01438,220,8.0,None,High,75,Markdown/Clear,Sports
SKU01439,244,30.0,None,High,75,Markdown/Clear,Beauty
SKU01440,499,12.0,None,High,75,Markdown/Clear,Food
SKU01441,231,15.0,None,High,75,Markdown/Clear,Electronics
SKU01442,333,20.0,None,High,75,Markdown/Clear,Food
SKU01443,347,25.0,None,High,75,Markdown/Clear,Electronics
SKU01444,352,8.0,None,High,75,Markdown/Clear,Electronics
SKU01445,234,30.0,None,High,75,Markdown/Clear,Food
SKU01446,90,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01447,138,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01448,401,20.0,None,High,75,Markdown/Clear,Electronics
SKU01449,109,25.0,None,High,75,Markdown/Clear,Clothing
SKU01450,173,8.0,None,High,75,Markdown/Clear,Toys
SKU01451,435,30.0,None,High,75,Markdown/Clear,Health
SKU01452,334,12.0,None,High,75,Markdown/Clear,Beauty
SKU01453,389,15.0,None,High,75,Markdown/Clear,Books
SKU01454,159,20.0,None,High,75,Markdown/Clear,Automotive
SKU01455,265,25.0,None,High,75,Markdown/Clear,Automotive
SKU01456,381,8.0,None,High,75,Markdown/Clear,Automotive
SKU01457,85,30.0,None,High,75,Markdown/Clear,Health
SKU01458,255,12.0,None,High,75,Markdown/Clear,Clothing
SKU01459,266,15.0,None,High,75,Markdown/Clear,Clothing
SKU01460,213,20.0,None,High,75,Markdown/Clear,Beauty
SKU01461,244,25.0,None,High,75,Markdown/Clear,Automotive
SKU01462,236,8.0,None,High,75,Markdown/Clear,Books
SKU01463,153,30.0,None,High,75,Markdown/Clear,Beauty
SKU01464,445,12.0,None,High,75,Markdown/Clear,Books
SKU01465,366,15.0,None,High,75,Markdown/Clear,Health
SKU01466,359,20.0,None,High,75,Markdown/Clear,Sports
SKU01467,158,25.0,None,High,75,Markdown/Clear,Sports
SKU01468,402,8.0,None,High,75,Markdown/Clear,Sports
SKU01469,132,30.0,None,High,75,Markdown/Clear,Food
SKU01470,473,12.0,None,High,75,Markdown/Clear,Books
SKU01471,182,15.0,None,High,75,Markdown/Clear,Food
SKU01472,144,20.0,None,High,75,Markdown/Clear,Electronics
SKU01473,374,25.0,None,High,75,Markdown/Clear,Food
SKU01474,261,8.0,None,High,75,Markdown/Clear,Electronics
SKU01475,103,30.0,None,High,75,Markdown/Clear,Clothing
SKU01476,103,12.0,None,High,75,Markdown/Clear,Food
SKU01477,95,15.0,None,High,75,Markdown/Clear,Electronics
SKU01478,486,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01479,462,25.0,None,High,75,Markdown/Clear,Beauty
SKU01480,78,8.0,None,High,75,Markdown/Clear,Books
SKU01481,237,30.0,None,High,75,Markdown/Clear,Automotive
SKU01482,122,12.0,None,High,75,Markdown/Clear,Books
SKU01483,151,15.0,None,High,75,Markdown/Clear,Food
SKU01484,446,20.0,None,High,75,Markdown/Clear,Food
SKU01485,160,25.0,None,High,75,Markdown/Clear,Toys
SKU01486,260,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01487,395,30.0,None,High,75,Markdown/Clear,Electronics
SKU01488,126,12.0,None,High,75,Markdown/Clear,Toys
SKU01489,489,15.0,None,High,75,Markdown/Clear,Electronics
SKU01490,317,20.0,None,High,75,Markdown/Clear,Sports
SKU01491,203,25.0,None,High,75,Markdown/Clear,Sports
SKU01492,343,8.0,None,High,75,Markdown/Clear,Automotive
SKU01493,497,30.0,None,High,75,Markdown/Clear,Books
SKU01494,269,12.0,None,High,75,Markdown/Clear,Beauty
SKU01495,101,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01496,316,20.0,None,High,75,Markdown/Clear,Automotive
SKU01497,445,25.0,None,High,75,Markdown/Clear,Food
SKU01498,476,8.0,None,High,75,Markdown/Clear,Food
SKU01499,95,30.0,None,High,75,Markdown/Clear,Toys
SKU01500,138,12.0,None,High,75,Markdown/Clear,Toys
SKU01501,124,15.0,None,High,75,Markdown/Clear,Health
SKU01502,415,20.0,None,High,75,Markdown/Clear,Beauty
SKU01503,328,25.0,None,High,75,Markdown/Clear,Beauty
SKU01504,75,8.0,None,High,75,Markdown/Clear,Sports
SKU01505,402,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01506,397,12.0,None,High,75,Markdown/Clear,Beauty
SKU01507,142,15.0,None,High,75,Markdown/Clear,Toys
SKU01508,407,20.0,None,High,75,Markdown/Clear,Sports
SKU01509,295,25.0,None,High,75,Markdown/Clear,Health
SKU01510,327,8.0,None,High,75,Markdown/Clear,Food
SKU01511,379,30.0,None,High,75,Markdown/Clear,Automotive
SKU01512,430,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01513,210,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01514,467,20.0,None,High,75,Markdown/Clear,Sports
SKU01515,476,25.0,None,High,75,Markdown/Clear,Beauty
SKU01516,120,8.0,None,High,75,Markdown/Clear,Books
SKU01517,340,30.0,None,High,75,Markdown/Clear,Toys
SKU01518,483,12.0,None,High,75,Markdown/Clear,Food
SKU01519,383,15.0,None,High,75,Markdown/Clear,Automotive
SKU01520,300,20.0,None,High,75,Markdown/Clear,Clothing
SKU01521,66,25.0,None,High,75,Markdown/Clear,Electronics
SKU01522,88,8.0,None,High,75,Markdown/Clear,Sports
SKU01523,157,30.0,None,High,75,Markdown/Clear,Health
SKU01524,139,12.0,None,High,75,Markdown/Clear,Clothing
SKU01525,432,15.0,None,High,75,Markdown/Clear,Beauty
SKU01526,119,20.0,None,High,75,Markdown/Clear,Automotive
SKU01527,135,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01528,144,8.0,None,High,75,Markdown/Clear,Sports
SKU01529,82,30.0,None,High,75,Markdown/Clear,Health
SKU01530,167,12.0,None,High,75,Markdown/Clear,Toys
SKU01531,442,15.0,None,High,75,Markdown/Clear,Sports
SKU01532,210,20.0,None,High,75,Markdown/Clear,Food
SKU01533,307,25.0,None,High,75,Markdown/Clear,Health
SKU01534,487,8.0,None,High,75,Markdown/Clear,Toys
SKU01535,220,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01536,235,12.0,None,High,75,Markdown/Clear,Books
SKU01537,117,15.0,None,High,75,Markdown/Clear,Health
SKU01538,499,20.0,None,High,75,Markdown/Clear,Food
SKU01539,74,25.0,None,High,75,Markdown/Clear,Food
SKU01540,300,8.0,None,High,75,Markdown/Clear,Books
SKU01541,273,30.0,None,High,75,Markdown/Clear,Books
SKU01542,314,12.0,None,High,75,Markdown/Clear,Food
SKU01543,264,15.0,None,High,75,Markdown/Clear,Books
SKU01544,492,20.0,None,High,75,Markdown/Clear,Health
SKU01545,427,25.0,None,High,75,Markdown/Clear,Sports
SKU01546,172,8.0,None,High,75,Markdown/Clear,Toys
SKU01547,397,30.0,None,High,75,Markdown/Clear,Health
SKU01548,445,12.0,None,High,75,Markdown/Clear,Food
SKU01549,441,15.0,None,High,75,Markdown/Clear,Food
SKU01550,437,20.0,None,High,75,Markdown/Clear,Food
SKU01551,94,25.0,None,High,75,Markdown/Clear,Toys
SKU01552,382,8.0,None,High,75,Markdown/Clear,Health
SKU01553,383,30.0,None,High,75,Markdown/Clear,Food
SKU01554,376,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01555,457,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01556,257,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01557,61,25.0,None,High,75,Markdown/Clear,Health
SKU01558,203,8.0,None,High,75,Markdown/Clear,Books
SKU01559,426,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01560,476,12.0,None,High,75,Markdown/Clear,Books
SKU01561,190,15.0,None,High,75,Markdown/Clear,Toys
SKU01562,493,20.0,None,High,75,Markdown/Clear,Electronics
SKU01563,105,25.0,None,High,75,Markdown/Clear,Beauty
SKU01564,351,8.0,None,High,75,Markdown/Clear,Automotive
SKU01565,441,30.0,None,High,75,Markdown/Clear,Automotive
SKU01566,143,12.0,None,High,75,Markdown/Clear,Toys
SKU01567,197,15.0,None,High,75,Markdown/Clear,Clothing
SKU01568,350,20.0,None,High,75,Markdown/Clear,Clothing
SKU01569,252,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01570,75,8.0,None,High,75,Markdown/Clear,Automotive
SKU01571,477,30.0,None,High,75,Markdown/Clear,Electronics
SKU01572,100,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01573,489,15.0,None,High,75,Markdown/Clear,Beauty
SKU01574,269,20.0,None,High,75,Markdown/Clear,Books
SKU01575,452,25.0,None,High,75,Markdown/Clear,Clothing
SKU01576,302,8.0,None,High,75,Markdown/Clear,Clothing
SKU01577,148,30.0,None,High,75,Markdown/Clear,Clothing
SKU01578,129,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01579,199,15.0,None,High,75,Markdown/Clear,Toys
SKU01580,222,20.0,None,High,75,Markdown/Clear,Electronics
SKU01581,263,25.0,None,High,75,Markdown/Clear,Food
SKU01582,114,8.0,None,High,75,Markdown/Clear,Food
SKU01583,392,30.0,None,High,75,Markdown/Clear,Electronics
SKU01584,401,12.0,None,High,75,Markdown/Clear,Electronics
SKU01585,392,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01586,362,20.0,None,High,75,Markdown/Clear,Food
SKU01587,477,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01588,217,8.0,None,High,75,Markdown/Clear,Food
SKU01589,99,30.0,None,High,75,Markdown/Clear,Beauty
SKU01590,396,12.0,None,High,75,Markdown/Clear,Toys
SKU01591,336,15.0,None,High,75,Markdown/Clear,Food
SKU01592,161,20.0,None,High,75,Markdown/Clear,Clothing
SKU01593,150,25.0,None,High,75,Markdown/Clear,Automotive
SKU01594,474,8.0,None,High,75,Markdown/Clear,Clothing
SKU01595,346,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01596,439,12.0,None,High,75,Markdown/Clear,Sports
SKU01597,371,15.0,None,High,75,Markdown/Clear,Books
SKU01598,68,20.0,None,High,75,Markdown/Clear,Health
SKU01599,239,25.0,None,High,75,Markdown/Clear,Electronics
SKU01600,478,8.0,None,High,75,Markdown/Clear,Books
SKU01601,275,30.0,None,High,75,Markdown/Clear,Clothing
SKU01602,260,12.0,None,High,75,Markdown/Clear,Toys
SKU01603,91,15.0,None,High,75,Markdown/Clear,Toys
SKU01604,385,20.0,None,High,75,Markdown/Clear,Beauty
SKU01605,394,25.0,None,High,75,Markdown/Clear,Electronics
SKU01606,171,8.0,None,High,75,Markdown/Clear,Electronics
SKU01607,88,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01608,79,12.0,None,High,75,Markdown/Clear,Electronics
SKU01609,53,15.0,None,High,75,Markdown/Clear,Automotive
SKU01610,158,20.0,None,High,75,Markdown/Clear,Food
SKU01611,258,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01612,118,8.0,None,High,75,Markdown/Clear,Electronics
SKU01613,160,30.0,None,High,75,Markdown/Clear,Food
SKU01614,158,12.0,None,High,75,Markdown/Clear,Toys
SKU01615,116,15.0,None,High,75,Markdown/Clear,Automotive
SKU01616,148,20.0,None,High,75,Markdown/Clear,Health
SKU01617,317,25.0,None,High,75,Markdown/Clear,Clothing
SKU01618,248,8.0,None,High,75,Markdown/Clear,Automotive
SKU01619,109,30.0,None,High,75,Markdown/Clear,Beauty
SKU01620,369,12.0,None,High,75,Markdown/Clear,Sports
SKU01621,255,15.0,None,High,75,Markdown/Clear,Automotive
SKU01622,272,20.0,None,High,75,Markdown/Clear,Sports
SKU01623,285,25.0,None,High,75,Markdown/Clear,Sports
SKU01624,202,8.0,None,High,75,Markdown/Clear,Automotive
SKU01625,244,30.0,None,High,75,Markdown/Clear,Automotive
SKU01626,374,12.0,None,High,75,Markdown/Clear,Books
SKU01627,493,15.0,None,High,75,Markdown/Clear,Beauty
SKU01628,64,20.0,None,High,75,Markdown/Clear,Beauty
SKU01629,232,25.0,None,High,75,Markdown/Clear,Toys
SKU01630,79,8.0,None,High,75,Markdown/Clear,Beauty
SKU01631,160,30.0,None,High,75,Markdown/Clear,Health
SKU01632,322,12.0,None,High,75,Markdown/Clear,Automotive
SKU01633,59,15.0,None,High,75,Markdown/Clear,Food
SKU01634,55,20.0,None,High,75,Markdown/Clear,Health
SKU01635,334,25.0,None,High,75,Markdown/Clear,Toys
SKU01636,201,8.0,None,High,75,Markdown/Clear,Toys
SKU01637,436,30.0,None,High,75,Markdown/Clear,Toys
SKU01638,127,12.0,None,High,75,Markdown/Clear,Beauty
SKU01639,70,15.0,None,High,75,Markdown/Clear,Food
SKU01640,377,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01641,376,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01642,240,8.0,None,High,75,Markdown/Clear,Toys
SKU01643,84,30.0,None,High,75,Markdown/Clear,Sports
SKU01644,332,12.0,None,High,75,Markdown/Clear,Food
SKU01645,136,15.0,None,High,75,Markdown/Clear,Automotive
SKU01646,422,20.0,None,High,75,Markdown/Clear,Toys
SKU01647,214,25.0,None,High,75,Markdown/Clear,Electronics
SKU01648,438,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01649,495,30.0,None,High,75,Markdown/Clear,Toys
SKU01650,496,12.0,None,High,75,Markdown/Clear,Books
SKU01651,165,15.0,None,High,75,Markdown/Clear,Beauty
SKU01652,255,20.0,None,High,75,Markdown/Clear,Toys
SKU01653,320,25.0,None,High,75,Markdown/Clear,Electronics
SKU01654,128,8.0,None,High,75,Markdown/Clear,Toys
SKU01655,465,30.0,None,High,75,Markdown/Clear,Toys
SKU01656,50,12.0,None,High,75,Markdown/Clear,Electronics
SKU01657,241,15.0,None,High,75,Markdown/Clear,Food
SKU01658,441,20.0,None,High,75,Markdown/Clear,Books
SKU01659,258,25.0,None,High,75,Markdown/Clear,Books
SKU01660,143,8.0,None,High,75,Markdown/Clear,Home & Garden
SKU01661,294,30.0,None,High,75,Markdown/Clear,Home & Garden
SKU01662,355,12.0,None,High,75,Markdown/Clear,Sports
SKU01663,179,15.0,None,High,75,Markdown/Clear,Electronics
SKU01664,399,20.0,None,High,75,Markdown/Clear,Clothing
SKU01665,118,25.0,None,High,75,Markdown/Clear,Toys
SKU01666,250,8.0,None,High,75,Markdown/Clear,Food
SKU01667,371,30.0,None,High,75,Markdown/Clear,Automotive
SKU01668,263,12.0,None,High,75,Markdown/Clear,Sports
SKU01669,206,15.0,None,High,75,Markdown/Clear,Automotive
SKU01670,376,20.0,None,High,75,Markdown/Clear,Food
SKU01671,265,25.0,None,High,75,Markdown/Clear,Automotive
SKU01672,220,8.0,None,High,75,Markdown/Clear,Toys
SKU01673,155,30.0,None,High,75,Markdown/Clear,Automotive
SKU01674,119,12.0,None,High,75,Markdown/Clear,Books
SKU01675,162,15.0,None,High,75,Markdown/Clear,Books
SKU01676,231,20.0,None,High,75,Markdown/Clear,Electronics
SKU01677,344,25.0,None,High,75,Markdown/Clear,Food
SKU01678,456,8.0,None,High,75,Markdown/Clear,Clothing
SKU01679,299,30.0,None,High,75,Markdown/Clear,Automotive
SKU01680,372,12.0,None,High,75,Markdown/Clear,Home & Garden
SKU01681,155,15.0,None,High,75,Markdown/Clear,Books
SKU01682,242,20.0,None,High,75,Markdown/Clear,Sports
SKU01683,419,25.0,None,High,75,Markdown/Clear,Clothing
SKU01684,300,8.0,None,High,75,Markdown/Clear,Electronics
SKU01685,233,30.0,None,High,75,Markdown/Clear,Electronics
SKU01686,460,12.0,None,High,75,Markdown/Clear,Clothing
SKU01687,231,15.0,None,High,75,Markdown/Clear,Electronics
SKU01688,234,20.0,None,High,75,Markdown/Clear,Sports
SKU01689,335,25.0,None,High,75,Markdown/Clear,Clothing
SKU01690,474,8.0,None,High,75,Markdown/Clear,Beauty
SKU01691,80,30.0,None,High,75,Markdown/Clear,Toys
SKU01692,343,12.0,None,High,75,Markdown/Clear,Food
SKU01693,327,15.0,None,High,75,Markdown/Clear,Clothing
SKU01694,106,20.0,None,High,75,Markdown/Clear,Health
SKU01695,163,25.0,None,High,75,Markdown/Clear,Food
SKU01696,470,8.0,None,High,75,Markdown/Clear,Beauty
SKU01697,268,30.0,None,High,75,Markdown/Clear,Sports
SKU01698,428,12.0,None,High,75,Markdown/Clear,Books
SKU01699,75,15.0,None,High,75,Markdown/Clear,Health
SKU01700,220,20.0,None,High,75,Markdown/Clear,Sports
SKU01701,72,25.0,None,High,75,Markdown/Clear,Electronics
SKU01702,351,8.0,None,High,75,Markdown/Clear,Food
SKU01703,51,30.0,Low,High,75,Watch,Food
SKU01704,375,12.0,None,High,75,Markdown/Clear,Toys
SKU01705,487,15.0,None,High,75,Markdown/Clear,Home & Garden
SKU01706,439,20.0,None,High,75,Markdown/Clear,Clothing
SKU01707,72,25.0,None,High,75,Markdown/Clear,Food
SKU01708,76,8.0,None,High,75,Markdown/Clear,Toys
SKU01709,158,30.0,None,High,75,Markdown/Clear,Automotive
SKU01710,118,12.0,None,High,75,Markdown/Clear,Electronics
SKU01711,427,15.0,None,High,75,Markdown/Clear,Books
SKU01712,168,20.0,None,High,75,Markdown/Clear,Books
SKU01713,128,25.0,None,High,75,Markdown/Clear,Toys
SKU01714,83,8.0,None,High,75,Markdown/Clear,Electronics
SKU01715,200,30.0,None,High,75,Markdown/Clear,Electronics
SKU01716,81,12.0,None,High,75,Markdown/Clear,Books
SKU01717,440,15.0,None,High,75,Markdown/Clear,Sports
SKU01718,152,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01719,277,25.0,None,High,75,Markdown/Clear,Electronics
SKU01720,219,8.0,None,High,75,Markdown/Clear,Automotive
SKU01721,81,30.0,None,High,75,Markdown/Clear,Books
SKU01722,258,12.0,None,High,75,Markdown/Clear,Toys
SKU01723,179,15.0,None,High,75,Markdown/Clear,Health
SKU01724,320,20.0,None,High,75,Markdown/Clear,Health
SKU01725,327,25.0,None,High,75,Markdown/Clear,Food
SKU01726,150,8.0,None,High,75,Markdown/Clear,Clothing
SKU01727,90,30.0,None,High,75,Markdown/Clear,Food
SKU01728,415,12.0,None,High,75,Markdown/Clear,Health
SKU01729,179,15.0,None,High,75,Markdown/Clear,Clothing
SKU01730,186,20.0,None,High,75,Markdown/Clear,Food
SKU01731,166,25.0,None,High,75,Markdown/Clear,Clothing
SKU01732,252,8.0,None,High,75,Markdown/Clear,Sports
SKU01733,232,30.0,None,High,75,Markdown/Clear,Food
SKU01734,323,12.0,None,High,75,Markdown/Clear,Books
SKU01735,131,15.0,None,High,75,Markdown/Clear,Health
SKU01736,482,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01737,425,25.0,None,High,75,Markdown/Clear,Automotive
SKU01738,254,8.0,None,High,75,Markdown/Clear,Electronics
SKU01739,296,30.0,None,High,75,Markdown/Clear,Health
SKU01740,75,12.0,None,High,75,Markdown/Clear,Food
SKU01741,223,15.0,None,High,75,Markdown/Clear,Toys
SKU01742,180,20.0,None,High,75,Markdown/Clear,Health
SKU01743,324,25.0,None,High,75,Markdown/Clear,Books
SKU01744,233,8.0,None,High,75,Markdown/Clear,Beauty
SKU01745,104,30.0,None,High,75,Markdown/Clear,Beauty
SKU01746,405,12.0,None,High,75,Markdown/Clear,Automotive
SKU01747,457,15.0,None,High,75,Markdown/Clear,Sports
SKU01748,178,20.0,None,High,75,Markdown/Clear,Beauty
SKU01749,167,25.0,None,High,75,Markdown/Clear,Clothing
SKU01750,397,8.0,None,High,75,Markdown/Clear,Electronics
SKU01751,203,30.0,None,High,75,Markdown/Clear,Books
SKU01752,75,12.0,None,High,75,Markdown/Clear,Electronics
SKU01753,485,15.0,None,High,75,Markdown/Clear,Sports
SKU01754,447,20.0,None,High,75,Markdown/Clear,Automotive
SKU01755,267,25.0,None,High,75,Markdown/Clear,Books
SKU01756,127,8.0,None,High,75,Markdown/Clear,Health
SKU01757,198,30.0,None,High,75,Markdown/Clear,Electronics
SKU01758,115,12.0,None,High,75,Markdown/Clear,Clothing
SKU01759,386,15.0,None,High,75,Markdown/Clear,Electronics
SKU01760,236,20.0,None,High,75,Markdown/Clear,Home & Garden
SKU01761,317,25.0,None,High,75,Markdown/Clear,Home & Garden
SKU01762,388,8.0,None,High,75,Markdown/Clear,Toys
SKU01763,405,30.0,None,High,75,Markdown/Clear,Beauty
SKU01764,229,12.0,None,High,75,Markdown/Clear,Electronics
SKU01765,120,15.0,None,High,75,Markdown/Clear,Health
SKU01766,133,20.0,None,High,75,Markdown/Clear,Toys
SKU01767,184,25.0,None,High,75,Markdown/Clear,Automotive
SKU01768,192,8.0,None,High,75,Markdown/Clear,Food
SKU01769,72,30.0,None,High,75,Markdown/Clear,Sports
SKU01770,320,12.0,None,High,75,Markdown/Clear,Health
SKU01771,203,15.0,None,High,75,Markdown/Clear,Electronics
SKU01772,426,20.0,None,High,75,Markdown/Clear,Beauty
SKU01773,168,25.0,None,High,75,Markdown/Clear,Books
SKU01774,315,8.0,None,High,75,Markdown/Clear,Clothing
SKU01775,218,30.0,None,High,75,Markdown/Clear,Food
